20251101-1,1147281
20251101-2,878505
20251101-3,846997
20251101-4,813925
20251101-5,541458
20251101-6,519198
20251101-7,480350
20251101-8,449507
20251101-9,438514
20251101-10,432374
20251101-11,430002
20251101-12,429789
20251101-13,429713
20251101-14,429362
20251101-15,428865
20251101-16,384604
20251101-17,360047
20251101-18,357288
20251101-19,349276
20251101-20,344806
20251101-21,342915
20251101-22,336492
20251101-23,309594
20251101-24,295494
20251101-25,254428
20251101-26,254085
20251101-27,239615
20251101-28,231042
20251101-29,227167
20251101-30,204812
20251101-31,204420
20251101-32,200315
20251101-33,195431
20251101-34,190257
20251101-35,185972
20251101-36,183687
20251101-37,182246
20251101-38,181821
20251101-39,180295
20251101-40,179980
20251101-41,179794
20251101-42,179240
20251101-43,179231
20251101-44,178994
20251101-45,178985
20251101-46,178525
20251101-47,178500
20251101-48,178164
20251101-49,177582
20251101-50,177187
20251101-51,176410
20251101-52,175609
20251101-53,175588
20251101-54,175576
20251101-55,175380
20251101-56,175297
20251101-57,169743
20251101-58,167483
20251101-59,165201
20251101-60,164061
20251101-61,162883
20251101-62,162663
20251101-63,162650
20251101-64,162583
20251101-65,162445
20251101-66,162370
20251101-67,162041
20251101-68,161760
20251101-69,152480
20251101-70,146577
20251101-71,142138
20251101-72,141743
20251101-73,140912
20251101-74,138546
20251101-75,134491
20251101-76,133684
20251101-77,133058
20251101-78,130692
20251101-79,130617
20251101-80,130487
20251101-81,130459
20251101-82,128116
20251101-83,127890
20251101-84,127830
20251101-85,127814
20251101-86,127749
20251101-87,127326
20251101-88,127254
20251101-89,121173
20251101-90,113181
20251101-91,108629
20251101-92,108616
20251101-93,107304
20251101-94,106639
20251101-95,104501
20251101-96,103363
20251101-97,100977
20251101-98,96419
20251101-99,95751
20251101-100,95338
20251101-101,94614
20251101-102,93666
20251101-103,93123
20251101-104,92421
20251101-105,91237
20251101-106,90976
20251101-107,90310
20251101-108,89222
20251101-109,89158
20251101-110,89081
20251101-111,88607
20251101-112,88155
20251101-113,88078
20251101-114,87847
20251101-115,87780
20251101-116,87641
20251101-117,87173
20251101-118,87162
20251101-119,86927
20251101-120,86578
20251101-121,86512
20251101-122,86156
20251101-123,86067
20251101-124,85649
20251101-125,84268
20251101-126,84119
20251101-127,84079
20251101-128,84024
20251101-129,83771
20251101-130,83759
20251101-131,83729
20251101-132,83141
20251101-133,83020
20251101-134,82087
20251101-135,81164
20251101-136,80558
20251101-137,79766
20251101-138,78125
20251101-139,78122
20251101-140,78043
20251101-141,77890
20251101-142,77296
20251101-143,77184
20251101-144,77092
20251101-145,76786
20251101-146,76781
20251101-147,76763
20251101-148,76688
20251101-149,76489
20251101-150,76388
20251101-151,76196
20251101-152,76054
20251101-153,75791
20251101-154,74235
20251101-155,73491
20251101-156,72632
20251101-157,72446
20251101-158,70420
20251101-159,69817
20251101-160,68378
20251101-161,68363
20251101-162,68092
20251101-163,67550
20251101-164,67396
20251101-165,67388
20251101-166,67015
20251101-167,67011
20251101-168,66862
20251101-169,66734
20251101-170,66642
20251101-171,66559
20251101-172,65753
20251101-173,65667
20251101-174,65181
20251101-175,64920
20251101-176,64906
20251101-177,64625
20251101-178,64555
20251101-179,64508
20251101-180,63728
20251101-181,63176
20251101-182,62703
20251101-183,60571
20251101-184,60448
20251101-185,60306
20251101-186,60109
20251101-187,59267
20251101-188,58227
20251101-189,57204
20251101-190,56987
20251101-191,56818
20251101-192,56430
20251101-193,55917
20251101-194,55787
20251101-195,55039
20251101-196,54675
20251101-197,54613
20251101-198,54565
20251101-199,54222
20251101-200,53741
20251101-201,53641
20251101-202,53383
20251101-203,53229
20251101-204,53197
20251101-205,53008
20251101-206,52986
20251101-207,52917
20251101-208,52872
20251101-209,52659
20251101-210,52570
20251101-211,52529
20251101-212,52521
20251101-213,52236
20251101-214,52020
20251101-215,51915
20251101-216,51861
20251101-217,51786
20251101-218,51573
20251101-219,51280
20251101-220,50980
20251101-221,50753
20251101-222,49365
20251101-223,48772
20251101-224,48699
20251101-225,48668
20251101-226,46996
20251101-227,46889
20251101-228,46864
20251101-229,46683
20251101-230,46596
20251101-231,46423
20251101-232,46241
20251101-233,46175
20251101-234,46162
20251101-235,46161
20251101-236,46145
20251101-237,45954
20251101-238,45897
20251101-239,45596
20251101-240,44244
20251101-241,43247
20251101-242,42928
20251101-243,42705
20251101-244,41809
20251101-245,41762
20251101-246,41383
20251101-247,40781
20251101-248,40683
20251101-249,40553
20251101-250,40185
20251101-251,40119
20251101-252,40107
20251101-253,39871
20251101-254,39425
20251101-255,39382
20251101-256,39133
20251101-257,39123
20251101-258,39098
20251101-259,39008
20251101-260,38657
20251101-261,38266
20251101-262,38112
20251101-263,37973
20251101-264,37958
20251101-265,37926
20251101-266,37898
20251101-267,37487
20251101-268,36904
20251101-269,36689
20251101-270,36588
20251101-271,36459
20251101-272,36103
20251101-273,36038
20251101-274,35950
20251101-275,35928
20251101-276,35861
20251101-277,35758
20251101-278,35713
20251101-279,35522
20251101-280,35485
20251101-281,35329
20251101-282,35109
20251101-283,35090
20251101-284,35020
20251101-285,34988
20251101-286,34871
20251101-287,34813
20251101-288,34746
20251101-289,34621
20251101-290,34451
20251101-291,34412
20251101-292,34390
20251101-293,34339
20251101-294,34294
20251101-295,34199
20251101-296,34129
20251101-297,34029
20251101-298,33614
20251101-299,33595
20251101-300,33569
