20251013-1,1221535
20251013-2,1146306
20251013-3,894417
20251013-4,799279
20251013-5,616721
20251013-6,575532
20251013-7,567093
20251013-8,497103
20251013-9,475059
20251013-10,469387
20251013-11,441392
20251013-12,424953
20251013-13,419458
20251013-14,409968
20251013-15,346218
20251013-16,344290
20251013-17,343191
20251013-18,340411
20251013-19,334071
20251013-20,250232
20251013-21,250011
20251013-22,248735
20251013-23,242436
20251013-24,211444
20251013-25,206590
20251013-26,205684
20251013-27,199431
20251013-28,193204
20251013-29,186195
20251013-30,184726
20251013-31,180396
20251013-32,178373
20251013-33,178160
20251013-34,175218
20251013-35,169713
20251013-36,168486
20251013-37,166078
20251013-38,163480
20251013-39,162330
20251013-40,160335
20251013-41,155820
20251013-42,153887
20251013-43,140786
20251013-44,137835
20251013-45,135988
20251013-46,133857
20251013-47,131563
20251013-48,125869
20251013-49,124400
20251013-50,124337
20251013-51,121882
20251013-52,121215
20251013-53,121098
20251013-54,120830
20251013-55,120423
20251013-56,120243
20251013-57,119936
20251013-58,115286
20251013-59,113805
20251013-60,113752
20251013-61,113069
20251013-62,111937
20251013-63,111212
20251013-64,111101
20251013-65,107486
20251013-66,105076
20251013-67,104305
20251013-68,103942
20251013-69,103627
20251013-70,102179
20251013-71,99500
20251013-72,98748
20251013-73,97749
20251013-74,97047
20251013-75,96444
20251013-76,95854
20251013-77,94279
20251013-78,93293
20251013-79,92363
20251013-80,91979
20251013-81,91181
20251013-82,90907
20251013-83,90730
20251013-84,90655
20251013-85,90072
20251013-86,89724
20251013-87,89629
20251013-88,88723
20251013-89,88174
20251013-90,86642
20251013-91,85776
20251013-92,85602
20251013-93,84915
20251013-94,84739
20251013-95,84289
20251013-96,84232
20251013-97,84071
20251013-98,83818
20251013-99,81331
20251013-100,81139
20251013-101,80819
20251013-102,80514
20251013-103,80292
20251013-104,79838
20251013-105,77463
20251013-106,77154
20251013-107,76945
20251013-108,75817
20251013-109,75742
20251013-110,75679
20251013-111,75260
20251013-112,74989
20251013-113,74974
20251013-114,74954
20251013-115,74847
20251013-116,74106
20251013-117,74003
20251013-118,73595
20251013-119,73224
20251013-120,73121
20251013-121,73116
20251013-122,72711
20251013-123,71971
20251013-124,71891
20251013-125,71037
20251013-126,68980
20251013-127,67596
20251013-128,66813
20251013-129,66058
20251013-130,65880
20251013-131,65418
20251013-132,65406
20251013-133,64906
20251013-134,64306
20251013-135,63519
20251013-136,63464
20251013-137,61703
20251013-138,56235
20251013-139,56184
20251013-140,55770
20251013-141,55697
20251013-142,55488
20251013-143,55359
20251013-144,54938
20251013-145,54569
20251013-146,53178
20251013-147,51390
20251013-148,50559
20251013-149,49422
20251013-150,48336
20251013-151,47929
20251013-152,47577
20251013-153,47378
20251013-154,46684
20251013-155,46665
20251013-156,46357
20251013-157,46244
20251013-158,45323
20251013-159,45060
20251013-160,44978
20251013-161,44822
20251013-162,44790
20251013-163,44721
20251013-164,44701
20251013-165,44622
20251013-166,44204
20251013-167,43837
20251013-168,43801
20251013-169,43703
20251013-170,41444
20251013-171,39612
20251013-172,38959
20251013-173,38839
20251013-174,38497
20251013-175,37939
20251013-176,37623
20251013-177,37323
20251013-178,36692
20251013-179,36537
20251013-180,36431
20251013-181,36309
20251013-182,36260
20251013-183,35985
20251013-184,35872
20251013-185,35844
20251013-186,35842
20251013-187,35789
20251013-188,34526
20251013-189,33933
20251013-190,33871
