20251103-1,1551366
20251103-2,1113674
20251103-3,988467
20251103-4,927605
20251103-5,891686
20251103-6,801755
20251103-7,799995
20251103-8,790563
20251103-9,747770
20251103-10,735215
20251103-11,729931
20251103-12,722862
20251103-13,623982
20251103-14,615038
20251103-15,581819
20251103-16,520116
20251103-17,489786
20251103-18,487383
20251103-19,475676
20251103-20,449359
20251103-21,440020
20251103-22,433590
20251103-23,430910
20251103-24,430556
20251103-25,417929
20251103-26,371305
20251103-27,358154
20251103-28,347779
20251103-29,344008
20251103-30,341387
20251103-31,339096
20251103-32,337892
20251103-33,336167
20251103-34,336100
20251103-35,334620
20251103-36,334536
20251103-37,333000
20251103-38,326241
20251103-39,324081
20251103-40,308258
20251103-41,287655
20251103-42,286666
20251103-43,283595
20251103-44,274751
20251103-45,257468
20251103-46,252767
20251103-47,245958
20251103-48,245675
20251103-49,245217
20251103-50,238920
20251103-51,234075
20251103-52,223859
20251103-53,223373
20251103-54,217463
20251103-55,210825
20251103-56,205002
20251103-57,200548
20251103-58,199249
20251103-59,198734
20251103-60,197861
20251103-61,197757
20251103-62,196458
20251103-63,194716
20251103-64,194675
20251103-65,190123
20251103-66,189909
20251103-67,187327
20251103-68,180026
20251103-69,176890
20251103-70,176400
20251103-71,176230
20251103-72,175477
20251103-73,174275
20251103-74,170247
20251103-75,168753
20251103-76,164643
20251103-77,163803
20251103-78,161922
20251103-79,161064
20251103-80,155204
20251103-81,153779
20251103-82,151686
20251103-83,148063
20251103-84,145449
20251103-85,145180
20251103-86,141854
20251103-87,141298
20251103-88,140543
20251103-89,140474
20251103-90,135486
20251103-91,134132
20251103-92,132610
20251103-93,131850
20251103-94,131045
20251103-95,130764
20251103-96,130726
20251103-97,130666
20251103-98,130650
20251103-99,130619
20251103-100,129111
20251103-101,129000
20251103-102,127816
20251103-103,127098
20251103-104,124621
20251103-105,124382
20251103-106,121100
20251103-107,117673
20251103-108,116848
20251103-109,113762
20251103-110,113311
20251103-111,112623
20251103-112,110401
20251103-113,110324
20251103-114,110105
20251103-115,107807
20251103-116,107101
20251103-117,106533
20251103-118,106254
20251103-119,104319
20251103-120,103591
20251103-121,103558
20251103-122,103141
20251103-123,99455
20251103-124,98376
20251103-125,97004
20251103-126,96739
20251103-127,96322
20251103-128,95629
20251103-129,93595
20251103-130,93343
20251103-131,93207
20251103-132,92756
20251103-133,91255
20251103-134,89862
20251103-135,89486
20251103-136,89261
20251103-137,89201
20251103-138,88304
20251103-139,88073
20251103-140,87867
20251103-141,86646
20251103-142,86508
20251103-143,86501
20251103-144,86456
20251103-145,84953
20251103-146,84780
20251103-147,84548
20251103-148,83687
20251103-149,83323
20251103-150,83167
20251103-151,82870
20251103-152,82815
20251103-153,80931
20251103-154,80397
20251103-155,79672
20251103-156,79238
20251103-157,79142
20251103-158,78991
20251103-159,78286
20251103-160,78248
20251103-161,78012
20251103-162,77332
20251103-163,76932
20251103-164,76804
20251103-165,76233
20251103-166,75939
20251103-167,75549
20251103-168,73805
20251103-169,71138
20251103-170,69075
20251103-171,68573
20251103-172,68504
20251103-173,67915
20251103-174,67877
20251103-175,66528
20251103-176,66005
20251103-177,65849
20251103-178,65791
20251103-179,65180
20251103-180,65175
20251103-181,65060
20251103-182,64784
20251103-183,64692
20251103-184,63831
20251103-185,62704
20251103-186,61395
20251103-187,60795
20251103-188,59795
20251103-189,59172
20251103-190,58982
20251103-191,58142
20251103-192,57690
20251103-193,57056
20251103-194,56540
20251103-195,56108
20251103-196,55293
20251103-197,55289
20251103-198,55042
20251103-199,54794
20251103-200,53434
20251103-201,52953
20251103-202,52928
20251103-203,52713
20251103-204,52354
20251103-205,52159
20251103-206,52040
20251103-207,49333
20251103-208,49277
20251103-209,49037
20251103-210,46834
20251103-211,46813
20251103-212,46401
20251103-213,46293
20251103-214,46276
20251103-215,46115
20251103-216,46015
20251103-217,45990
20251103-218,45537
20251103-219,44974
20251103-220,44831
20251103-221,44300
20251103-222,43661
20251103-223,42621
20251103-224,42423
20251103-225,42177
20251103-226,41076
20251103-227,39945
20251103-228,39672
20251103-229,39597
20251103-230,39034
20251103-231,37935
20251103-232,37218
20251103-233,36108
20251103-234,36036
20251103-235,35827
20251103-236,35790
20251103-237,35345
20251103-238,35280
20251103-239,35186
20251103-240,34991
20251103-241,34951
20251103-242,34905
20251103-243,34831
20251103-244,34589
20251103-245,34547
20251103-246,34472
20251103-247,34393
20251103-248,34390
20251103-249,34382
20251103-250,34187
20251103-251,33967
20251103-252,33937
20251103-253,33791
20251103-254,33701
20251103-255,33590
20251103-256,33576
20251103-257,33511
20251103-258,33435
20251103-259,33363
20251103-260,33335
20251103-261,33127
20251103-262,32986
20251103-263,32497
20251103-264,32106
20251103-265,31983
20251103-266,31668
20251103-267,31244
20251103-268,31035
20251103-269,30888
20251103-270,30876
20251103-271,30848
20251103-272,30708
20251103-273,30329
20251103-274,30318
20251103-275,30218
20251103-276,30156
20251103-277,30107
20251103-278,30011
20251103-279,29971
20251103-280,29874
20251103-281,29835
20251103-282,29741
20251103-283,29716
20251103-284,29692
20251103-285,29681
20251103-286,29640
20251103-287,29628
20251103-288,29435
20251103-289,29206
20251103-290,28735
20251103-291,28249
20251103-292,27494
20251103-293,27222
20251103-294,27116
20251103-295,26486
20251103-296,26282
20251103-297,25917
20251103-298,25849
20251103-299,25845
20251103-300,25214
