20251024-1,1132706
20251024-2,857303
20251024-3,504244
20251024-4,497635
20251024-5,430027
20251024-6,398774
20251024-7,397027
20251024-8,340847
20251024-9,298052
20251024-10,279272
20251024-11,198452
20251024-12,189263
20251024-13,185929
20251024-14,185760
20251024-15,185489
20251024-16,181657
20251024-17,179817
20251024-18,179184
20251024-19,177759
20251024-20,177686
20251024-21,176578
20251024-22,176395
20251024-23,176323
20251024-24,176024
20251024-25,175606
20251024-26,175198
20251024-27,174942
20251024-28,165767
20251024-29,161975
20251024-30,151561
20251024-31,140799
20251024-32,139987
20251024-33,139518
20251024-34,137799
20251024-35,136974
20251024-36,134006
20251024-37,130854
20251024-38,130675
20251024-39,127601
20251024-40,127042
20251024-41,127028
20251024-42,120618
20251024-43,118543
20251024-44,117481
20251024-45,115882
20251024-46,106035
20251024-47,103305
20251024-48,101733
20251024-49,100197
20251024-50,99666
20251024-51,94414
20251024-52,93044
20251024-53,92763
20251024-54,90898
20251024-55,90253
20251024-56,89688
20251024-57,88613
20251024-58,88101
20251024-59,87810
20251024-60,86959
20251024-61,86950
20251024-62,86904
20251024-63,86829
20251024-64,86667
20251024-65,86209
20251024-66,85191
20251024-67,84606
20251024-68,84170
20251024-69,83864
20251024-70,83304
20251024-71,83282
20251024-72,83274
20251024-73,82820
20251024-74,82745
20251024-75,81457
20251024-76,80470
20251024-77,80366
20251024-78,80332
20251024-79,77108
20251024-80,76541
20251024-81,72294
20251024-82,71389
20251024-83,70878
20251024-84,66252
20251024-85,65635
20251024-86,65191
20251024-87,64327
20251024-88,64089
20251024-89,63737
20251024-90,62540
20251024-91,62075
20251024-92,60501
20251024-93,60307
20251024-94,59411
20251024-95,58256
20251024-96,56655
20251024-97,56383
20251024-98,55147
20251024-99,54781
20251024-100,53054
20251024-101,52837
20251024-102,52729
20251024-103,52642
20251024-104,52465
20251024-105,52313
20251024-106,52229
20251024-107,51931
20251024-108,51436
20251024-109,50295
20251024-110,49082
20251024-111,48876
20251024-112,47699
20251024-113,47103
20251024-114,46967
20251024-115,46781
20251024-116,46672
20251024-117,46425
20251024-118,45958
20251024-119,45382
20251024-120,45125
20251024-121,44839
20251024-122,41701
20251024-123,41475
20251024-124,40997
20251024-125,38753
20251024-126,38414
20251024-127,38311
20251024-128,37098
20251024-129,36667
20251024-130,36460
20251024-131,36309
20251024-132,36082
20251024-133,35567
20251024-134,35563
20251024-135,35537
20251024-136,35419
20251024-137,35382
20251024-138,34678
20251024-139,34653
20251024-140,34597
20251024-141,34379
20251024-142,34264
20251024-143,34161
20251024-144,34118
20251024-145,34012
20251024-146,33992
20251024-147,33696
20251024-148,33617
20251024-149,33539
20251024-150,33167
20251024-151,33014
20251024-152,32771
20251024-153,32659
20251024-154,32308
20251024-155,31658
20251024-156,31176
20251024-157,31112
20251024-158,30652
20251024-159,30535
20251024-160,30236
20251024-161,30210
20251024-162,30191
20251024-163,29901
20251024-164,29722
20251024-165,29633
20251024-166,29602
20251024-167,28875
20251024-168,28071
20251024-169,27725
20251024-170,27563
20251024-171,27447
20251024-172,27383
20251024-173,26686
20251024-174,26430
20251024-175,26326
20251024-176,26020
20251024-177,25875
20251024-178,25688
20251024-179,25616
20251024-180,25468
20251024-181,24989
20251024-182,24954
20251024-183,24894
20251024-184,24793
20251024-185,24782
20251024-186,24737
20251024-187,24722
20251024-188,24654
20251024-189,24618
20251024-190,24422
20251024-191,24361
20251024-192,24336
20251024-193,24261
20251024-194,24039
20251024-195,23995
20251024-196,23782
20251024-197,23644
20251024-198,23169
20251024-199,22842
20251024-200,22799
20251024-201,22733
20251024-202,22126
20251024-203,21528
20251024-204,21425
20251024-205,21377
20251024-206,21336
20251024-207,21199
20251024-208,21117
20251024-209,20906
20251024-210,20906
20251024-211,20759
20251024-212,20742
20251024-213,20708
20251024-214,20549
20251024-215,20530
20251024-216,20458
20251024-217,20336
20251024-218,20178
20251024-219,20094
20251024-220,20088
20251024-221,20003
20251024-222,19666
20251024-223,19217
20251024-224,19159
20251024-225,19066
20251024-226,19003
20251024-227,18704
20251024-228,18679
20251024-229,18508
20251024-230,18409
20251024-231,18399
20251024-232,18330
20251024-233,18210
20251024-234,18201
20251024-235,17889
20251024-236,17862
20251024-237,17642
20251024-238,17525
20251024-239,17478
20251024-240,17315
20251024-241,17284
20251024-242,17219
20251024-243,17201
20251024-244,17024
20251024-245,16862
20251024-246,16593
20251024-247,16452
20251024-248,16357
20251024-249,16307
20251024-250,16157
20251024-251,16113
20251024-252,16062
20251024-253,15913
20251024-254,15844
20251024-255,15825
20251024-256,15798
20251024-257,15767
20251024-258,15678
20251024-259,15632
20251024-260,15631
20251024-261,15597
20251024-262,15471
20251024-263,15459
20251024-264,15436
20251024-265,15395
20251024-266,15381
20251024-267,15366
20251024-268,15349
20251024-269,15329
20251024-270,15266
20251024-271,15199
20251024-272,15187
20251024-273,15150
20251024-274,15131
20251024-275,15110
20251024-276,15048
20251024-277,15039
20251024-278,14938
20251024-279,14912
20251024-280,14901
20251024-281,14895
20251024-282,14880
20251024-283,14877
20251024-284,14856
20251024-285,14839
20251024-286,14784
20251024-287,14778
20251024-288,14713
20251024-289,14643
20251024-290,14638
20251024-291,14561
20251024-292,14538
20251024-293,14534
20251024-294,14505
20251024-295,14475
20251024-296,14458
20251024-297,14449
20251024-298,14439
20251024-299,14405
20251024-300,14404
