20251012-1,1312756
20251012-2,1305554
20251012-3,596004
20251012-4,538802
20251012-5,445458
20251012-6,443783
20251012-7,378133
20251012-8,261727
20251012-9,243950
20251012-10,223426
20251012-11,182614
20251012-12,180945
20251012-13,176188
20251012-14,175224
20251012-15,174789
20251012-16,173370
20251012-17,172017
20251012-18,171903
20251012-19,170336
20251012-20,168690
20251012-21,168567
20251012-22,166082
20251012-23,166049
20251012-24,165292
20251012-25,155030
20251012-26,153178
20251012-27,151772
20251012-28,138217
20251012-29,124616
20251012-30,120797
20251012-31,119760
20251012-32,119630
20251012-33,119144
20251012-34,118814
20251012-35,118666
20251012-36,112632
20251012-37,107346
20251012-38,103235
20251012-39,100034
20251012-40,97400
20251012-41,96878
20251012-42,94809
20251012-43,94404
20251012-44,93465
20251012-45,92516
20251012-46,90635
20251012-47,90388
20251012-48,90236
20251012-49,89649
20251012-50,88351
20251012-51,88265
20251012-52,86843
20251012-53,86233
20251012-54,82771
20251012-55,82047
20251012-56,81634
20251012-57,80882
20251012-58,80365
20251012-59,80287
20251012-60,80136
20251012-61,79980
20251012-62,79863
20251012-63,79768
20251012-64,79472
20251012-65,77910
20251012-66,77492
20251012-67,75962
20251012-68,74848
20251012-69,74834
20251012-70,74720
20251012-71,74472
20251012-72,69513
20251012-73,66569
20251012-74,66478
20251012-75,66199
20251012-76,65371
20251012-77,64562
20251012-78,64330
20251012-79,63979
20251012-80,63496
20251012-81,63198
20251012-82,62634
20251012-83,62591
20251012-84,62158
20251012-85,58380
20251012-86,58278
20251012-87,57405
20251012-88,56266
20251012-89,55632
20251012-90,55448
20251012-91,55337
20251012-92,54584
20251012-93,54417
20251012-94,54090
20251012-95,52801
20251012-96,51807
20251012-97,50112
20251012-98,49672
20251012-99,48989
20251012-100,48923
20251012-101,47569
20251012-102,47467
20251012-103,47390
20251012-104,47188
20251012-105,47063
20251012-106,47027
20251012-107,46889
20251012-108,46840
20251012-109,46776
20251012-110,46382
20251012-111,46283
20251012-112,45268
20251012-113,45225
20251012-114,45136
20251012-115,44978
20251012-116,43962
20251012-117,43949
20251012-118,43906
20251012-119,43715
20251012-120,40269
20251012-121,38923
20251012-122,38128
20251012-123,37619
20251012-124,37309
20251012-125,36594
20251012-126,36525
20251012-127,36517
20251012-128,35995
20251012-129,35773
20251012-130,35610
20251012-131,35176
20251012-132,34831
20251012-133,34717
20251012-134,34713
20251012-135,34502
20251012-136,34211
20251012-137,34075
20251012-138,34003
20251012-139,33882
20251012-140,33695
20251012-141,33494
20251012-142,32874
20251012-143,32268
20251012-144,31652
20251012-145,31492
20251012-146,31371
20251012-147,30756
20251012-148,30207
20251012-149,29561
20251012-150,27905
20251012-151,27870
20251012-152,27777
20251012-153,27622
20251012-154,27328
20251012-155,27284
20251012-156,27207
20251012-157,27138
20251012-158,27101
20251012-159,27060
20251012-160,26762
20251012-161,26658
20251012-162,26518
20251012-163,26301
20251012-164,26055
20251012-165,25933
20251012-166,25892
20251012-167,25512
20251012-168,25239
20251012-169,25133
20251012-170,24873
20251012-171,24434
20251012-172,24230
20251012-173,24132
20251012-174,24124
20251012-175,24071
20251012-176,24024
20251012-177,24010
20251012-178,23903
20251012-179,23822
20251012-180,23501
20251012-181,23116
20251012-182,22004
20251012-183,21147
20251012-184,21105
20251012-185,20363
20251012-186,19874
20251012-187,19443
20251012-188,19310
20251012-189,19277
20251012-190,19014
