20251028-1,877889
20251028-2,608873
20251028-3,549439
20251028-4,432605
20251028-5,430829
20251028-6,333236
20251028-7,320147
20251028-8,291759
20251028-9,280542
20251028-10,272932
20251028-11,208159
20251028-12,165041
20251028-13,163557
20251028-14,162788
20251028-15,157140
20251028-16,138907
20251028-17,136306
20251028-18,134964
20251028-19,134821
20251028-20,133615
20251028-21,130920
20251028-22,130742
20251028-23,129916
20251028-24,127446
20251028-25,127226
20251028-26,122665
20251028-27,122255
20251028-28,110545
20251028-29,109678
20251028-30,107023
20251028-31,102977
20251028-32,99095
20251028-33,97964
20251028-34,96314
20251028-35,95497
20251028-36,95071
20251028-37,94636
20251028-38,94158
20251028-39,93965
20251028-40,93551
20251028-41,92106
20251028-42,91058
20251028-43,89204
20251028-44,88267
20251028-45,87506
20251028-46,87200
20251028-47,87146
20251028-48,86139
20251028-49,84132
20251028-50,84043
20251028-51,83863
20251028-52,83572
20251028-53,83072
20251028-54,82120
20251028-55,81591
20251028-56,80848
20251028-57,80774
20251028-58,78907
20251028-59,77462
20251028-60,77274
20251028-61,77110
20251028-62,76655
20251028-63,76557
20251028-64,76425
20251028-65,76371
20251028-66,75792
20251028-67,75657
20251028-68,75655
20251028-69,71633
20251028-70,71118
20251028-71,70809
20251028-72,70676
20251028-73,70444
20251028-74,69953
20251028-75,69765
20251028-76,69619
20251028-77,66985
20251028-78,65943
20251028-79,65862
20251028-80,65147
20251028-81,65137
20251028-82,64998
20251028-83,64864
20251028-84,64748
20251028-85,64479
20251028-86,64188
20251028-87,62244
20251028-88,61148
20251028-89,58844
20251028-90,57961
20251028-91,55507
20251028-92,54965
20251028-93,54863
20251028-94,53009
20251028-95,52922
20251028-96,51989
20251028-97,51713
20251028-98,51694
20251028-99,51598
20251028-100,50745
20251028-101,50064
20251028-102,48670
20251028-103,46942
20251028-104,46194
20251028-105,46160
20251028-106,46086
20251028-107,45768
20251028-108,45739
20251028-109,45352
20251028-110,43950
20251028-111,43491
20251028-112,43208
20251028-113,42247
20251028-114,41736
20251028-115,40393
20251028-116,40291
20251028-117,40206
20251028-118,39637
20251028-119,39522
20251028-120,39107
20251028-121,38904
20251028-122,38713
20251028-123,38673
20251028-124,38578
20251028-125,38211
20251028-126,37946
20251028-127,37748
20251028-128,37563
20251028-129,37385
20251028-130,36883
20251028-131,36515
20251028-132,36468
20251028-133,36239
20251028-134,36211
20251028-135,35992
20251028-136,35538
20251028-137,35405
20251028-138,35184
20251028-139,35063
20251028-140,34949
20251028-141,34449
20251028-142,33993
