20251011-1,824294
20251011-2,796229
20251011-3,453847
20251011-4,444325
20251011-5,441500
20251011-6,441437
20251011-7,441104
20251011-8,440701
20251011-9,342254
20251011-10,324278
20251011-11,247767
20251011-12,246942
20251011-13,246675
20251011-14,246465
20251011-15,223057
20251011-16,198341
20251011-17,197580
20251011-18,196951
20251011-19,195618
20251011-20,183365
20251011-21,180662
20251011-22,176738
20251011-23,170882
20251011-24,169502
20251011-25,169485
20251011-26,168923
20251011-27,168663
20251011-28,168545
20251011-29,167108
20251011-30,166747
20251011-31,165827
20251011-32,165470
20251011-33,160896
20251011-34,155682
20251011-35,155535
20251011-36,154364
20251011-37,139890
20251011-38,132245
20251011-39,131195
20251011-40,126237
20251011-41,122115
20251011-42,120242
20251011-43,119922
20251011-44,107915
20251011-45,107857
20251011-46,100879
20251011-47,99287
20251011-48,95976
20251011-49,95122
20251011-50,92885
20251011-51,92721
20251011-52,92281
20251011-53,92145
20251011-54,90933
20251011-55,90274
20251011-56,88153
20251011-57,87978
20251011-58,87911
20251011-59,87601
20251011-60,86797
20251011-61,84787
20251011-62,81661
20251011-63,81482
20251011-64,80961
20251011-65,80789
20251011-66,80254
20251011-67,79904
20251011-68,79393
20251011-69,79258
20251011-70,78528
20251011-71,78392
20251011-72,77805
20251011-73,75835
20251011-74,75748
20251011-75,75537
20251011-76,75321
20251011-77,74654
20251011-78,74600
20251011-79,74319
20251011-80,73513
20251011-81,73511
20251011-82,73449
20251011-83,73364
20251011-84,73073
20251011-85,71755
20251011-86,70045
20251011-87,69372
20251011-88,69320
20251011-89,69171
20251011-90,67812
20251011-91,67360
20251011-92,66782
20251011-93,66470
20251011-94,65951
20251011-95,64597
20251011-96,64259
20251011-97,63268
20251011-98,61500
20251011-99,61310
20251011-100,56179
20251011-101,53762
20251011-102,52903
20251011-103,52500
20251011-104,52359
20251011-105,52335
20251011-106,51639
20251011-107,51562
20251011-108,50570
20251011-109,48351
20251011-110,48000
20251011-111,47232
20251011-112,47168
20251011-113,47123
20251011-114,46893
20251011-115,46848
20251011-116,46600
20251011-117,46573
20251011-118,46223
20251011-119,45512
20251011-120,45362
20251011-121,44856
20251011-122,44753
20251011-123,44651
20251011-124,44329
20251011-125,44137
20251011-126,44109
20251011-127,44080
20251011-128,44029
20251011-129,43947
20251011-130,43902
20251011-131,43824
20251011-132,43721
20251011-133,43685
20251011-134,43351
20251011-135,42614
20251011-136,39615
20251011-137,38171
20251011-138,37082
20251011-139,36804
20251011-140,36395
20251011-141,35281
20251011-142,34618
