20251031-1,703257
20251031-2,639923
20251031-3,596341
20251031-4,481170
20251031-5,452342
20251031-6,397197
20251031-7,365036
20251031-8,356449
20251031-9,346134
20251031-10,319943
20251031-11,291469
20251031-12,286043
20251031-13,253107
20251031-14,243589
20251031-15,239595
20251031-16,235590
20251031-17,233230
20251031-18,230706
20251031-19,230271
20251031-20,225420
20251031-21,222744
20251031-22,215471
20251031-23,199952
20251031-24,191261
20251031-25,186563
20251031-26,185170
20251031-27,180737
20251031-28,179056
20251031-29,178217
20251031-30,176442
20251031-31,175782
20251031-32,175648
20251031-33,175247
20251031-34,175146
20251031-35,165799
20251031-36,165426
20251031-37,164913
20251031-38,163922
20251031-39,161962
20251031-40,151443
20251031-41,151202
20251031-42,149964
20251031-43,140514
20251031-44,139821
20251031-45,137168
20251031-46,132874
20251031-47,130965
20251031-48,129524
20251031-49,127222
20251031-50,127186
20251031-51,127078
20251031-52,122728
20251031-53,120431
20251031-54,118875
20251031-55,116516
20251031-56,114025
20251031-57,108927
20251031-58,108329
20251031-59,106412
20251031-60,104101
20251031-61,102746
20251031-62,100577
20251031-63,99289
20251031-64,98332
20251031-65,96363
20251031-66,96324
20251031-67,96246
20251031-68,94940
20251031-69,91633
20251031-70,90512
20251031-71,90104
20251031-72,89783
20251031-73,87806
20251031-74,87710
20251031-75,86557
20251031-76,86132
20251031-77,85914
20251031-78,85188
20251031-79,84811
20251031-80,84345
20251031-81,84222
20251031-82,83731
20251031-83,83678
20251031-84,83351
20251031-85,83294
20251031-86,83038
20251031-87,81136
20251031-88,80319
20251031-89,79372
20251031-90,78966
20251031-91,77848
20251031-92,77800
20251031-93,77211
20251031-94,76930
20251031-95,76709
20251031-96,76480
20251031-97,76412
20251031-98,76391
20251031-99,76212
20251031-100,76118
20251031-101,75771
20251031-102,75678
20251031-103,75635
20251031-104,75067
20251031-105,72546
20251031-106,72075
20251031-107,71182
20251031-108,70871
20251031-109,69522
20251031-110,68749
20251031-111,68254
20251031-112,67553
20251031-113,67140
20251031-114,67044
20251031-115,66565
20251031-116,66230
20251031-117,66031
20251031-118,65726
20251031-119,65428
20251031-120,65232
20251031-121,64802
20251031-122,64780
20251031-123,64528
20251031-124,63505
20251031-125,62546
20251031-126,61204
20251031-127,60398
20251031-128,60329
20251031-129,60164
20251031-130,59741
20251031-131,59073
20251031-132,58490
20251031-133,57965
20251031-134,56954
20251031-135,56402
20251031-136,56067
20251031-137,54828
20251031-138,54285
20251031-139,53897
20251031-140,53814
20251031-141,52970
20251031-142,52893
